end_station_name,end_lat,end_lng,casual_stops,percent_of_casual_stops
Public Rack - Fairfield Ave & 63rd St,41.77926,-87.692703,0,0.0
MTV Hubbard St,41.8897772,-87.68035100000002,0,0.0
Public Rack - Western Ave & 98th St,41.71525,-87.681698,0,0.0
Public Rack - East End Ave & 75th St,41.75893,-87.582861,0,0.0
Public Rack - Mason Ave & Roosevelt Rd,41.865608,-87.77238900000002,0,0.0
Public Rack - Vincennes Ave & 99th St,41.712937,-87.653984,0,0.0
Public Rack - Central Ave & Congress Pkwy,41.87369,-87.764746,0,0.0
Public Rack - Throop St & 109th Pl,41.694944,-87.654377,0,0.0
Public Rack - Marquette Ave & 79th St,41.75163,-87.558707,0,0.0
Public Rack - California Ave & Touhy Ave - midblock,42.012207,-87.700474,0,0.0
Public Rack - Keeler Ave & 55th St,41.79304,-87.728214,0,0.0
Public Rack - Lowe Park,41.799605,-87.64146400000001,0,0.0
Public Rack - Ewing Ave & 106th St NW,41.70287,-87.535861,0,0.0
Public Rack - Baltimore Ave & 134th St,41.651419,-87.547321,0,0.0
Public Rack - California Ave & Pershing Rd,41.82263199999999,-87.69502400000002,0,0.0
Public Rack - Zapata Academy,41.841655,-87.734366,0,0.0
Public Rack - Oglesby Ave & 95th St,41.722484,-87.565738,0,0.0
Public Rack - Piotrowski Park,41.836682,-87.73083,0,0.0
Public Rack - Leoti Ave & Central Ave (south),41.998324,-87.763384,0,0.0
Public Rack - Higgins Ave & Neva Ave,41.980602,-87.8060476,0,0.0
Public Rack - Normal Ave & 111th St,41.692303,-87.635478,0,0.0
Public Rack - Oglesby Ave & 105th St,41.704672,-87.565519,0,0.0
Public Rack - Homan Ave & 62nd Pl,41.779668,-87.707834,0,0.0
Public Rack - Saginaw Ave & 93rd St,41.726199,-87.559252,0,0.0
Public Rack - 63rd & Western Ave N,41.779334,-87.683768,0,0.0
Public Rack - Panama Ave & Forest Preserve Ave,41.943162,-87.82909,0,0.0
Public Rack - Paxton Ave & 79th St,41.75167773,-87.57045748,0,0.0
Public Rack - Corliss Ave & 103rd St,41.707622,-87.60355,0,0.0
Public Rack - Cicero Ave & Le Moyne St - midblock,41.906919,-87.74623,0,0.0
Public Rack - Michele Clark Magnet High School,41.872849,-87.753432,0,0.0
Public Rack - Laporte Ave & Armitage Ave,41.917047,-87.750008,0,0.0
Public Rack - Vincennes Ave & 77th St,41.75702837,-87.56497151,0,0.0
Public Rack - Homewood Ave & Monterey Ave,41.691691,-87.670161,0,0.0
Public Rack - Kilbourn Ave & Fullerton Ave,41.924447,-87.73998,0,0.0
Public Rack - Avenue O & 118th St,41.681136,-87.54029,0,0.0
Public Rack - State St & 47th st,41.809085,-87.627384,0,0.0
